,Unnamed: 0,Zipcode,Year,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Zip,City,State,CountyName,Average,PerCapInc1213PctChange,PerCapInc1314PctChange,PerCapInc1415PctChange,PerCapInc1516PctChange
18192,76664,13215,2017,15046,44.7,90345,40717,515,3.422836634,13215.0,Onondaga,NY,Onondaga County,102.0,-0.02964521627956529,0.031923361971947006,0.02609458956216426,-0.0174206092028516
18198,76665,13219,2017,14895,44.5,59485,31771,1015,6.814367237000001,13219.0,Fairmount,NY,Onondaga County,92.5,0.009415130747222111,-0.0042516726541643735,0.04220177412948489,-0.011401530790485004
18204,76666,13224,2017,8404,41.0,53021,32945,1363,16.2184674,13224.0,Syracuse,NY,Onondaga County,83.66666666666667,0.00498450761147784,0.00968498659517425,0.014504298184473408,0.07678466269711448
18210,76667,13302,2017,1678,42.3,49076,21889,316,18.83194279,13302.0,Albion,NY,Oswego County,60.16666666666666,-0.024102537915538957,0.07681440008372142,-0.029641867923611454,-0.006610245881115695
18216,76668,13304,2017,1556,48.3,75769,35522,199,12.78920308,13304.0,Trenton,NY,Oneida County,90.58333333333331,-0.01625135427952329,0.024045521292217265,-0.009781578879983654,0.022885366295156473
18222,76669,13308,2017,2816,48.4,49000,26393,444,15.76704545,13308.0,Vienna,NY,Oneida County,71.75,-0.15305715197956582,0.1252061637057631,0.05913393081497609,0.002095689996045813
18228,76670,13309,2017,5775,45.7,53915,26356,835,14.45887446,13309.0,Boonville,NY,Oneida County,63.5,0.0060068890195748015,0.0667668796191907,0.0034836386409895503,-0.006592034949487124
18234,76671,13316,2017,6368,43.8,50038,24979,747,11.73052764,13316.0,Camden,NY,Oneida County,57.33333333333334,0.006075861470358435,-0.016952808213268944,-0.05647461494580719,0.05348339689331216
18240,76672,13317,2017,3983,37.5,49609,23078,813,20.41174994,13317.0,Canajoharie,NY,Montgomery County,53.25,0.007608377576188374,-0.02493465543708251,-0.013275465917794271,-0.015567054764984878
18246,76673,13320,2017,2125,43.2,58182,26972,260,12.23529412,13320.0,Cherry Valley,NY,Otsego County,63.5,0.05053430132963532,0.005396591217921243,0.024868705591597262,0.017746797287113703
18252,76674,13323,2017,11212,43.4,61381,33883,733,6.537638245,13323.0,Kirkland,NY,Oneida County,99.83333333333331,0.043403788839025736,0.052235865782388924,0.002402571063059744,0.004513478179667629
18258,76675,13324,2017,2269,45.1,43477,23162,382,16.8356104,13324.0,Ohio,NY,Herkimer County,69.5,-0.012499399067352535,-0.011829998539506392,-0.01606069563503798,0.09363108351692362
18264,76676,13326,2017,5523,50.9,61204,38432,564,10.21184139,13326.0,Cooperstown,NY,Otsego County,133.58333333333334,0.011937716262975684,-0.005869949279079023,0.06798899335014896,-0.0017444981213097233
18270,76677,13327,2017,1983,41.7,47679,21347,237,11.9515885,13327.0,Croghan,NY,Lewis County,76.08333333333333,-0.05536805229204944,-0.029261453575143648,0.0043328363771897305,-0.006076912371851373
18276,76678,13329,2017,4164,40.3,43810,21723,703,16.882804999999998,13329.0,Dolgeville,NY,Herkimer County,46.91666666666666,-0.039066363366630386,0.02634829147797446,-0.0016546329723224895,0.06257847421023555
18282,76679,13332,2017,2739,38.0,50262,22905,352,12.85140562,13332.0,Lebanon,NY,Madison County,54.25,-0.12767037327550412,0.04231460911879825,0.00030447579417436366,0.07629870129870131
18287,76680,13334,2017,1205,37.2,62500,30680,84,6.970954357,13334.0,Eaton,NY,Madison County,67.33333333333333,0.518325128052116,-0.07359491680859431,-0.017924695068057273,0.035891712866297
18293,76681,13335,2017,1488,45.3,59306,29069,117,7.862903226,13335.0,Edmeston,NY,Otsego County,63.83333333333334,0.11244348338903087,0.12617070153737409,0.015612741252157614,0.0645036693704133
18299,76682,13338,2017,1140,55.5,50652,28045,168,14.73684211,13338.0,Forestport,NY,Oneida County,83.08333333333333,0.04425582313462306,-0.03606668935011914,0.030827156136016054,0.050222577331354934
18305,76683,13339,2017,6299,43.1,45300,22199,1149,18.24099063,13339.0,Minden,NY,Montgomery County,47.91666666666666,0.04078195181706823,0.0886665685841792,-0.05594846614712379,0.0017655198740278433
18311,76684,13340,2017,8268,44.1,53831,25259,984,11.90130624,13340.0,Frankfort,NY,Herkimer County,72.66666666666667,0.010638297872340496,-0.04424407632627381,0.027117156647652463,0.07762303485987698
18317,76685,13343,2017,1794,46.5,59306,28043,194,10.81382386,13343.0,Watson,NY,Lewis County,74.66666666666667,0.1002165944685105,0.01771787688347093,0.017855814299531314,-0.028397046999488307
18323,76686,13346,2017,6210,22.9,75690,25138,434,6.988727858,13346.0,Hamilton,NY,Madison County,103.08333333333331,0.08075414638756317,0.05198495977614548,0.002327417813058563,-0.0053489239955217815
18329,76687,13348,2017,1351,41.3,52235,29912,131,9.696521095,13348.0,Hartwick,NY,Otsego County,89.41666666666669,0.004639747167400676,-0.07493055787958902,0.05531437667317851,0.013335161633128756
18335,76688,13350,2017,9891,43.9,46176,24958,1557,15.74158326,13350.0,Herkimer,NY,Herkimer County,52.58333333333334,0.04461128602567199,0.027728832421404004,0.0058202490525176565,0.05732741219216786
18341,76689,13354,2017,3710,42.8,78618,31672,91,2.452830189,13354.0,Trenton,NY,Oneida County,90.33333333333331,0.01438224984642078,-0.007445406291190171,0.09116359198908919,0.048549437537004136
18347,76690,13357,2017,10768,40.3,46283,23623,1911,17.74702823,13357.0,Ilion,NY,Herkimer County,54.0,0.013495575221238898,0.003492687186203991,-0.035283880791820765,0.06300171371876973
18353,76691,13365,2017,8690,43.1,50183,24841,1634,18.80322209,13365.0,Little Falls,NY,Herkimer County,50.58333333333334,-0.002612195957519714,-0.014554978317805167,-0.0016120599512025047,0.05812786384464319
18359,76692,13367,2017,8527,41.1,57679,27322,1361,15.96106485,13367.0,Lowville,NY,Lewis County,72.75,0.017088827203330936,0.05901918976545839,0.06253523395345084,0.03729109030962219
18365,76693,13403,2017,7504,41.0,80568,28988,376,5.010660981,13403.0,Marcy,NY,Oneida County,99.91666666666669,0.030480074960039794,0.0750427899015833,0.28280013931041337,0.10762905790637234
18371,76694,13407,2017,5200,45.8,48125,24286,773,14.86538462,13407.0,Mohawk,NY,Herkimer County,60.16666666666666,0.06407484016547582,0.07302849569251157,0.02729743083003955,-0.016873071219590363
18377,76695,13408,2017,4065,22.4,52162,15649,256,6.297662977000001,13408.0,Eaton,NY,Madison County,77.08333333333333,0.0721053847931592,0.014658331536969271,0.022590468097160255,0.030193905817174516
18383,76696,13409,2017,2601,40.1,51923,23173,234,8.996539792,13409.0,Stockbridge,NY,Madison County,66.66666666666667,0.03651917946831018,0.006522896698615499,0.023762288938852905,0.004392386530014614
18389,76697,13411,2017,3297,47.0,46286,23277,445,13.49711859,13411.0,Pittsfield,NY,Otsego County,45.25,-0.0082131601566231,-0.022147327876745337,0.04766125061546034,0.042062223893223116
18395,76698,13413,2017,16297,47.1,68731,38644,853,5.234092164,13413.0,New Hartford,NY,Oneida County,100.16666666666669,-0.002663081417896951,0.019520920827500454,0.027894321967096403,0.028300019790223674
18401,76699,13416,2017,2319,42.4,53309,26294,202,8.710651143,13416.0,Newport,NY,Herkimer County,65.83333333333333,0.028972234941514463,-0.020874630850762577,0.03706152129901241,0.016613545816733133
18407,76700,13417,2017,3503,41.5,37427,24746,536,15.30117043,13417.0,New York Mills,NY,Oneida County,79.41666666666667,-0.07843861593399826,-0.10814181364689113,0.06711945665201768,0.09102396106327215
18413,76701,13420,2017,1080,57.9,53938,34031,89,8.240740741,13420.0,Webb,NY,Herkimer County,209.75,0.040700264695861854,-0.007151850919163927,-0.03185715010399226,-0.12124705265915636
18419,76702,13421,2017,13638,41.8,46466,25565,2314,16.96729726,13421.0,Oneida,NY,Madison County,72.41666666666667,0.04083379702949097,-0.019698153555126052,-0.03385351120060409,0.07333593851765019
18425,76703,13424,2017,2560,43.9,54063,26216,144,5.625,13424.0,Oriskany,NY,Oneida County,93.16666666666669,0.07088372877070248,0.02101452127031611,-0.047947581422239316,0.006517954738674447
18431,76704,13431,2017,1778,41.1,54091,28858,194,10.91113611,13431.0,Newport,NY,Herkimer County,73.33333333333333,-0.03186778427961412,-0.017846932941272597,0.029107239386253037,0.04735544870499808
18437,76705,13438,2017,3389,50.3,51332,28626,382,11.27176158,13438.0,Remsen,NY,Oneida County,83.75,0.038307835143099433,0.030285358836793508,0.05411116561639173,0.009665294433506277
18443,76706,13439,2017,3656,45.4,50775,26658,457,12.5,13439.0,Richfield Springs,NY,Otsego County,66.58333333333333,0.05562742561448908,0.033700980392156854,0.025531374375476368,0.0527228438132199
18449,76707,13440,2017,42295,40.4,51580,26966,6703,15.84820901,13440.0,Rome,NY,Oneida County,68.25,0.026311612032700937,0.034337419279997006,-0.011327526262663978,0.004915677229070603
18455,76708,13452,2017,4556,40.7,41591,21763,905,19.86391572,13452.0,Saint Johnsville,NY,Montgomery County,47.16666666666666,-0.017817723115736372,0.028468989136833045,0.037566990998491034,0.04969660498470496
18461,76709,13456,2017,4107,44.5,66049,33869,281,6.841977112,13456.0,Paris,NY,Oneida County,99.91666666666669,0.0014022734731629072,-0.008908354189012035,0.0038779497970840016,0.043061627837336136
18467,76710,13459,2017,2292,42.4,50943,26550,318,13.87434555,13459.0,Sharon,NY,Schoharie County,65.33333333333333,-0.02796052631578949,-0.0025163781508958927,0.0073941977295464145,-0.008030741332412217
18473,76711,13460,2017,4262,44.7,44471,25177,540,12.67010793,13460.0,Sherburne,NY,Chenango County,64.16666666666667,-0.020385050962627438,-0.0060211946050096055,0.11339956384783134,0.024853101196953276
18479,76712,13461,2017,3054,46.9,58795,31695,250,8.185985593,13461.0,Sherrill,NY,Oneida County,93.83333333333331,0.15134706814580023,-0.038780334540231554,-0.033776421878404905,0.01997551388620411
18485,76713,13471,2017,3341,40.3,48782,21858,613,18.34780006,13471.0,Annsville,NY,Oneida County,68.91666666666667,0.0304347826086957,-0.023795505838484887,0.03256772377745398,0.026040399123874458
18491,76714,13476,2017,3332,43.3,64821,31589,265,7.953181272999999,13476.0,Vernon,NY,Oneida County,82.08333333333333,0.1372398153397587,0.034113164547947106,-0.001170758582693443,0.0699486330885648
18497,76715,13478,2017,3018,46.7,57721,27074,246,8.151093439,13478.0,Verona,NY,Oneida County,79.41666666666667,-0.053406426699765586,0.010489892551447833,-0.10730634754712898,0.024711297746911054
18503,76716,13480,2017,3469,46.2,52813,26734,337,9.714615163,13480.0,Sangerfield,NY,Oneida County,57.66666666666666,-0.030911420915692545,-0.021719094369865743,-0.009871789620284233,0.03967400297865309
18509,76717,13491,2017,3450,43.4,55125,26322,444,12.86956522,13491.0,Winfield,NY,Herkimer County,65.08333333333333,-0.03559156662283125,0.03765285475499258,0.030902924968206902,0.060487684526501884
18515,76718,13492,2017,11351,47.6,59583,36033,860,7.576424985,13492.0,Whitesboro,NY,Oneida County,96.33333333333331,0.0021747786932948543,0.018216272388287713,0.048358047667647286,0.016836077308518327
18521,76719,13493,2017,1779,38.9,50521,20853,261,14.67116358,13493.0,Williamstown,NY,Oswego County,55.33333333333334,0.040476190476190554,0.022425629290617755,-0.0038794389734407853,0.03604953065708005
18527,76720,13495,2017,2123,35.1,54583,23365,249,11.72868582,13495.0,Yorkville,NY,Oneida County,66.75,-0.009413674173260334,-0.024740916724695805,0.05691125204754499,-0.02515498330948973
18533,76721,13501,2017,38415,33.1,33710,20125,12238,31.85734739,13501.0,Utica,NY,Oneida County,64.08333333333333,0.00934371523915467,0.038020718536477816,0.014545068478607037,0.025115110925073347
18539,76722,13502,2017,31925,37.9,41475,24299,5956,18.65622553,13502.0,Utica,NY,Oneida County,73.25,-0.020971302428256067,0.031469045635017956,-0.01073991351043102,0.042849594081760145
18545,76723,13601,2017,38117,32.6,46365,24595,7449,19.54246137,13601.0,Watertown,NY,Jefferson County,80.5,-0.004292950974499887,0.039837889109252345,-0.011485197777593492,0.006459460593095878
18551,76724,13605,2017,4736,38.0,50385,23522,652,13.76689189,13605.0,Adams,NY,Jefferson County,79.33333333333333,-0.020536320434487387,0.004375324900363964,0.01095535906836309,0.0008532787234949435
18557,76725,13606,2017,2795,43.8,64698,26647,261,9.338103757,13606.0,Adams Center,NY,Jefferson County,90.0,-0.011388455538221542,-0.027457787596654515,-0.06307804640597114,0.032341862579555736
18563,76726,13607,2017,1374,54.6,48606,33677,147,10.69868996,13607.0,Alexandria,NY,Jefferson County,72.08333333333333,0.04679383285542116,0.009448568819723002,0.07849923309867468,0.06250227910877726
18569,76727,13612,2017,2382,35.0,64877,28521,106,4.450041982,13612.0,Rutland,NY,Jefferson County,100.91666666666669,-0.024720075697839405,-0.055382625217285875,0.026190781871870517,0.09629258934901364
18575,76728,13613,2017,2850,36.3,50262,21946,468,16.42105263,13613.0,Brasher,NY,Saint Lawrence County,47.75,-0.09472184048455234,0.09884178567412572,0.028192795742939092,0.08534461308783281
18581,76729,13617,2017,11285,28.6,57365,22974,1166,10.33229951,13617.0,Canton,NY,Saint Lawrence County,68.58333333333333,-0.009780675755779455,-0.04797537093256943,-0.018594206153155213,0.003661159672326164
18587,76730,13618,2017,1749,50.2,52700,29307,141,8.061749571,13618.0,Cape Vincent,NY,Jefferson County,76.41666666666667,-0.057796969619541616,0.05201355932203389,-0.26102647384837474,0.023441587888513027
18593,76731,13619,2017,10829,34.5,50701,23709,1812,16.73284698,13619.0,Carthage,NY,Jefferson County,71.25,0.01642131638999511,0.04499031519633734,-0.017398264386216167,0.0009431939978563619
18599,76732,13620,2017,2136,35.5,37083,21038,308,14.41947566,13620.0,Croghan,NY,Lewis County,76.16666666666667,0.008869073301692287,0.04162706709751007,0.011861313868613221,-0.06275924256086562
18605,76733,13622,2017,2409,40.1,61905,27413,341,14.15525114,13622.0,Lyme,NY,Jefferson County,90.58333333333331,-0.013751300493056506,0.016832545979911018,0.009968425800631397,0.00017864320485916352
18611,76734,13624,2017,5771,39.5,65826,25356,341,5.908854618,13624.0,Clayton,NY,Jefferson County,89.58333333333331,-0.02077209484616893,-0.022733640184110504,0.02502354916656424,0.02405306057215917
18617,76735,13625,2017,1912,48.6,56993,27885,265,13.85983264,13625.0,Colton,NY,Saint Lawrence County,79.5,0.01994922016684808,-0.043108898372056226,0.026716769211710734,0.03583494208494198
18623,76736,13626,2017,2313,37.7,48438,25700,407,17.59619542,13626.0,Pinckney,NY,Lewis County,63.0,0.006449889321425761,-0.026733912252095093,-0.05419621288864651,0.029536560247167776
18629,76737,13634,2017,4109,42.2,53250,25476,659,16.03796544,13634.0,Dexter,NY,Jefferson County,100.0,-0.08703057140424086,0.030873985635668344,0.01787006876583419,0.055424685541579644
18635,76738,13637,2017,4281,27.3,52379,25759,182,4.251343144,13637.0,Le Ray,NY,Jefferson County,86.58333333333331,0.10223494643516817,0.10041893590280693,-0.07130620169794799,0.018652127572353905
18641,76739,13642,2017,9882,38.6,40619,19266,2159,21.84780409,13642.0,Gouverneur,NY,Saint Lawrence County,45.91666666666666,-0.0063356875778978194,0.06768056862130245,-0.02178275980224187,0.05724579663730989
18647,76740,13646,2017,2243,46.7,45602,24015,591,26.34864021,13646.0,Hammond,NY,Saint Lawrence County,57.91666666666666,-0.02619538889387274,-0.019161676646706538,0.018502864656710916,0.040298782736997385
18653,76741,13648,2017,2376,42.2,44489,21888,397,16.70875421,13648.0,Diana,NY,Lewis County,52.33333333333334,-0.0051772014872687455,0.0025074513885603444,0.036998584237847965,-0.014881223263857324
18659,76742,13650,2017,1565,50.2,60046,44159,184,11.7571885,13650.0,Henderson,NY,Jefferson County,83.08333333333333,0.2614767049579365,0.15094786729857823,0.22633018618194645,-0.010457140116083896
18665,76743,13652,2017,1785,46.6,58281,25184,206,11.54061625,13652.0,Hermon,NY,Saint Lawrence County,43.08333333333334,0.1027971676794055,-0.059744990892531824,0.02537776055792329,0.17286982807481577
18671,76744,13654,2017,3177,29.0,51688,18217,1194,37.58262512,13654.0,Heuvelton,NY,Saint Lawrence County,44.66666666666666,-0.11034293552812069,-0.06784260515603802,0.04201402673018384,0.060448282430630496
18677,76745,13656,2017,2944,38.5,55078,24335,418,14.19836957,13656.0,Orleans,NY,Jefferson County,70.75,-0.01894771756706326,-0.04610768320513903,-0.03460192282131935,0.05103258375401554
18683,76746,13658,2017,2065,44.6,60000,28300,285,13.80145278,13658.0,Lisbon,NY,Saint Lawrence County,52.83333333333334,-0.0001409046075806497,-0.035830045095828655,0.050279533745021476,0.12768326201162017
18689,76747,13660,2017,1716,40.6,48618,23275,377,21.96969697,13660.0,Madrid,NY,Saint Lawrence County,51.41666666666666,-0.07119895742832316,0.13680370422337584,-0.07751172549987662,0.082954241370083
18695,76748,13662,2017,16481,43.1,47394,26194,3303,20.04125963,13662.0,Massena,NY,Saint Lawrence County,55.41666666666666,-0.03264532434709355,0.015937295885042557,-0.02674553169602678,0.056854714405249585
18701,76749,13667,2017,2976,33.6,42917,20294,679,22.81586022,13667.0,Norfolk,NY,Saint Lawrence County,50.75,-0.01715415746872706,-0.034345608534930516,-0.04351407665842899,0.1010689497948225
18707,76750,13668,2017,3533,42.4,51905,28517,440,12.45400509,13668.0,Norwood,NY,Saint Lawrence County,48.0,0.029611582251792168,0.07385665529010232,0.0747097211628105,0.0486573873269982
18713,76751,13669,2017,15733,42.8,46905,26418,2431,15.45159855,13669.0,Ogdensburg,NY,Saint Lawrence County,41.41666666666666,0.15275025945843956,0.09674251104927167,-0.0627611940298507,-0.013098176606417655
18719,76752,13673,2017,2314,34.1,49205,25073,307,13.26707001,13673.0,Philadelphia,NY,Jefferson County,67.66666666666667,-0.002597516949898737,-0.013595232840432625,-0.015393565131785025,0.17134027178112077
18725,76753,13676,2017,17097,24.3,50000,21047,2429,14.20717085,13676.0,Potsdam,NY,Saint Lawrence County,62.83333333333334,0.0392208614864864,0.11022502158784975,-0.03252962437662987,0.02104416910999718
18731,76754,13679,2017,2044,39.8,46563,23511,202,9.88258317,13679.0,Alexandria,NY,Jefferson County,77.41666666666667,-0.008174506032523121,-0.023227114460751874,0.04733327317029157,-0.08099607944509069
18737,76755,13685,2017,2461,33.0,57212,29649,289,11.74319382,13685.0,Sackets Harbor,NY,Jefferson County,115.08333333333331,-0.01959595959595961,-0.06708663271614024,0.01571374479363885,-0.034047840944392616
18743,76756,13691,2017,2937,38.0,58750,29975,354,12.05311542,13691.0,Theresa,NY,Jefferson County,76.25,0.009357981130628135,0.009461205258758154,0.15244476229909276,0.11924747689192272
18749,76757,13697,2017,1905,42.7,39167,21416,261,13.7007874,13697.0,Stockholm,NY,Saint Lawrence County,51.83333333333334,-0.03568529042733781,0.07745589529677388,0.12605221097496,-0.00873706787787032
18755,76758,13730,2017,2684,48.8,51580,28292,335,12.48137109,13730.0,Afton,NY,Chenango County,65.08333333333333,-0.1084477342169815,-0.05570304580779073,0.08648980217758018,0.19505998588567386
18761,76759,13731,2017,945,55.4,48681,28937,97,10.26455026,13731.0,Andes,NY,Delaware County,135.75,-0.03110242631493243,-0.04836974789915971,0.018791282540355336,-0.02943521825052875
18767,76760,13732,2017,7701,45.5,81106,35981,234,3.03856642,13732.0,Owego,NY,Tioga County,91.5,0.05450944852817785,0.02027564694273809,-0.002183814812503848,0.05327663831915963
18773,76761,13733,2017,4957,45.7,49821,27162,491,9.905184587,13733.0,Bainbridge,NY,Chenango County,65.58333333333333,0.030444454137043664,0.05900529100529095,0.029697429953235543,-0.024959242294852912
18779,76762,13734,2017,2230,38.8,47065,24717,456,20.44843049,13734.0,Tioga,NY,Tioga County,66.0,-0.003918762352620453,-0.06017584071704696,-0.07553145020384389,-0.048076544473756755
18785,76763,13736,2017,2155,41.2,61827,28246,190,8.816705336,13736.0,Berkshire,NY,Tioga County,64.91666666666667,-0.03151671408250356,0.0798182402350025,-0.013389441469012997,-0.01891344621084834
18791,76764,13739,2017,739,48.1,56818,31168,72,9.742895805,13739.0,Kortright,NY,Delaware County,100.83333333333331,0.0794425087108015,0.03075988303649413,0.008805216814648409,0.11967716017821917
18797,76765,13743,2017,3433,44.9,57866,27304,365,10.6321002,13743.0,Candor,NY,Tioga County,64.58333333333333,-0.01034174410015165,0.02526026320958552,-0.02398651237642735,0.1747016331658291
18803,76766,13746,2017,2027,50.2,51667,27227,188,9.274790331,13746.0,Barker,NY,Broome County,73.75,-0.0639372536136662,0.021144987935950876,0.09154959831593423,0.038413098236775856
18809,76767,13748,2017,3687,40.8,51875,22830,554,15.02576621,13748.0,Conklin,NY,Broome County,68.25,-0.19100644059905336,0.09596662030598058,-0.020479607911780162,0.020103645461043707
18815,76768,13753,2017,5692,29.5,52192,24746,609,10.69922699,13753.0,Delhi,NY,Delaware County,99.0,-0.010726538411430009,-0.025548726953467993,0.012613748986395112,0.013390871073938992
18821,76769,13754,2017,3368,47.8,38690,23532,458,13.59857482,13754.0,Sanford,NY,Broome County,63.66666666666666,0.05527684447921932,0.033975924633635746,-0.02033154764415579,0.026006458557588763
18827,76770,13760,2017,43670,44.1,54972,30955,4793,10.97549805,13760.0,Union,NY,Broome County,79.0,-0.013905387464188346,-0.001913265306122458,0.024032658856939948,0.043020071411238536
18833,76771,13775,2017,1750,52.3,52176,30399,117,6.6857142860000005,13775.0,Franklin,NY,Delaware County,81.16666666666667,0.08717948717948709,-0.054369414101290925,-0.027566290364925194,0.16374190064794814
18839,76772,13778,2017,5703,42.9,57365,27425,758,13.29125022,13778.0,Greene,NY,Chenango County,75.75,0.014043674698795083,-0.06950581071547912,0.04644667012489534,0.03858913250714968
18845,76773,13783,2017,2589,47.0,38625,22582,383,14.79335651,13783.0,Hancock,NY,Delaware County,92.25,-0.05713206279909333,-0.010952317350073515,0.05698852126941256,-0.01247817384268135
18851,76774,13787,2017,3609,41.4,44177,20989,735,20.36575229,13787.0,Colesville,NY,Broome County,68.33333333333333,-0.012501313163147398,-0.042712765957446774,0.08501416902817138,0.10272955395093963
18857,76775,13790,2017,18053,37.7,42454,24753,2904,16.08596909,13790.0,Johnson City,NY,Broome County,54.91666666666666,-0.025137606726476802,0.013826523807406677,0.044158919487809145,0.004115744823820933
18863,76776,13795,2017,3488,44.7,51987,33231,555,15.91169725,13795.0,Kirkwood,NY,Broome County,65.66666666666667,0.21398313632145882,0.029842810142567622,0.025880151021330233,-0.022836651882608305
18869,76778,13803,2017,4096,40.1,58493,26204,391,9.545898438,13803.0,Marathon,NY,Cortland County,64.91666666666667,0.10915822813043663,-0.00040218790218793377,0.03802204876478643,-0.008101089189503474
18875,76779,13807,2017,1185,48.1,49667,31095,150,12.65822785,13807.0,Milford,NY,Otsego County,98.75,0.10585843651820359,0.06614525886560374,-0.005454887453758883,-0.008542428445341033
18881,76780,13811,2017,4476,42.0,59009,34550,293,6.546023235,13811.0,Newark Valley,NY,Tioga County,67.0,0.08823915038678387,0.3833333333333333,-0.056002322543184824,0.05249723213187352
18887,76781,13812,2017,2512,40.3,56042,24865,245,9.753184713,13812.0,Nichols,NY,Tioga County,64.75,-0.03305102251600911,-0.030634479812005955,-0.01868829337094502,0.02169421487603307
18893,76782,13815,2017,13172,40.9,47031,24924,2204,16.7324628,13815.0,Norwich,NY,Chenango County,57.75,-0.07144099486911903,0.04457972371809871,0.014434930739229745,0.04617968094038627
18899,76783,13820,2017,21960,29.2,46659,23105,3827,17.42714026,13820.0,Oneonta,NY,Otsego County,90.16666666666669,-0.009862660153009517,-0.010752187674548552,0.0021644003199547956,0.004554204422742902
18905,76784,13825,2017,3349,48.6,53750,26695,340,10.15228426,13825.0,Otego,NY,Otsego County,88.41666666666669,0.10708296734009415,-0.10664310444316216,-0.013281660005651785,0.04811390229932089
18911,76785,13827,2017,11279,47.3,52538,30837,1402,12.43017998,13827.0,Owego,NY,Tioga County,73.66666666666667,-0.016601257250026036,0.07063393960798159,0.04232228269833427,-0.02743844547123231
18917,76786,13830,2017,5094,47.5,47679,25004,558,10.9540636,13830.0,Oxford,NY,Chenango County,55.41666666666666,0.05763553722880843,0.024411855921314896,0.00544935559207671,-0.008387818306951123
18923,76787,13833,2017,4131,45.8,55013,27184,547,13.24134592,13833.0,Fenton,NY,Broome County,83.16666666666667,0.07925559604372712,0.018087543711563958,-0.015673733664969047,0.014118402053585832
18929,76788,13838,2017,4434,37.4,37981,21872,1019,22.98150654,13838.0,Sidney,NY,Delaware County,61.08333333333334,0.040622916468235015,0.03253855658779914,-0.040466270720680764,0.018384220980183885
18935,76789,13839,2017,1092,56.3,44792,22933,169,15.47619048,13839.0,Sidney,NY,Delaware County,77.83333333333333,0.1323514158282335,-0.07140239992671982,0.10184956843403214,0.11566696508504926
18941,76790,13843,2017,2198,44.7,50927,23240,304,13.83075523,13843.0,New Berlin,NY,Chenango County,63.5,-0.13045625498613378,-0.06614530997422341,0.05932163742690055,-0.026365764253853285
18947,76791,13849,2017,4111,47.7,43821,26536,605,14.71661396,13849.0,Unadilla,NY,Otsego County,64.66666666666667,0.09959272589505597,0.021534088462035417,0.06151186812260212,0.056716180792755644
18953,76792,13850,2017,22204,42.5,62279,34012,2894,13.03368762,13850.0,Vestal,NY,Broome County,86.83333333333331,-0.013094718463553034,-0.018192540173964322,-0.020451678779506266,0.027317043259649898
18959,76793,13856,2017,6059,42.3,49201,22348,1467,24.21191616,13856.0,Walton,NY,Delaware County,70.91666666666667,-0.04205758654157232,0.04081632653061229,0.022296389004774486,-0.008887276684501733
18965,76794,13862,2017,4508,39.0,60950,26224,361,8.007985803,13862.0,Barker,NY,Broome County,67.5,-0.06218248323511477,0.03150595882990248,0.08726157465759177,-0.015804320105104575
18971,76795,13865,2017,6232,42.0,67077,28126,424,6.803594352,13865.0,Windsor,NY,Broome County,72.25,0.03423423423423433,0.09922017587522824,0.026452830188679277,0.023381493327451208
18977,76796,13901,2017,19467,40.5,44089,26298,4399,22.5972158,13901.0,Chenango,NY,Broome County,72.91666666666667,0.0040528842370346485,-0.07653721048712625,0.01302834832795785,0.018097272841523182
18983,76797,13903,2017,18400,41.9,46021,29261,3552,19.30434783,13903.0,Binghamton,NY,Broome County,66.33333333333333,0.035097970472517614,-0.01558031010085803,0.032074317608379754,0.041708337963477504
18989,76798,13904,2017,9965,39.3,47656,22579,2061,20.68238836,13904.0,Binghamton,NY,Broome County,52.25,-0.007690915671371701,0.054253670101212625,-0.04086663207057606,0.0018485955182829805
18995,76799,13905,2017,26509,37.3,38602,24260,7067,26.65887057,13905.0,Binghamton,NY,Broome County,60.0,0.027931034482758577,0.001964824843053714,0.014635546202410588,0.05689638917695872
19001,76800,14001,2017,9637,45.4,59197,31042,489,5.074193214,14001.0,Newstead,NY,Erie County,105.58333333333331,0.02874265662579356,0.06580561091522297,-0.0029846452587292127,0.03365072495130916
19007,76801,14004,2017,12545,43.2,70943,27681,495,3.945795138,14004.0,Alden,NY,Erie County,119.91666666666669,-0.09092313038106636,0.03550496899685718,0.06914937248790087,0.02489642473530762
19013,76802,14005,2017,1904,45.0,58611,25543,231,12.13235294,14005.0,Alexander,NY,Genesee County,80.41666666666667,0.04072147364830281,-0.01065268160773547,0.02149335321157908,0.0186896943160626
19019,76803,14006,2017,9861,48.3,56855,31178,1061,10.75955785,14006.0,Evans,NY,Erie County,87.83333333333331,0.009689568174339191,0.0272687767074673,0.023231219374625356,0.038654998966443976
19025,76804,14008,2017,1286,48.7,56691,27013,183,14.23017107,14008.0,Newfane,NY,Niagara County,82.41666666666667,-0.22061849694229485,-0.0743371388196794,-0.042302747870801904,0.05776249003733369
19031,76805,14009,2017,5336,42.3,46857,24540,781,14.63643178,14009.0,Arcade,NY,Wyoming County,82.91666666666667,-0.03564033131570565,-0.004253210554569065,-0.03433689972630005,0.012367946405565489
19037,76806,14011,2017,9706,38.1,64009,20028,518,5.336905007,14011.0,Attica,NY,Wyoming County,79.58333333333333,0.04723474958461904,0.011276065276518477,-0.034067350254944784,0.05029294042577881
