Region,RegionName,StateName,CountyName,CityName,ForecastYoYPctChange
Zip,1001,MA,Hampden County,Agawam,1.384774264
Zip,1002,MA,Hampshire County,Amherst,1.716235928
Zip,1005,MA,Worcester County,Barre,2.896183387
Zip,1007,MA,Hampshire County,Belchertown,0.679622859
Zip,1008,MA,Hampden County,Blandford,2.787299721
Zip,1010,MA,Hampden County,Brimfield,1.937065999
Zip,1011,MA,Hampden County,Chester,2.46126474
Zip,1013,MA,Hampden County,Chicopee,2.055226055
Zip,1020,MA,Hampden County,Chicopee,2.614984686
Zip,1022,MA,Hampden County,Chicopee,5.55030935
Zip,1026,MA,Hampshire County,Cummington,0.260717602
Zip,1027,MA,Hampshire County,Easthampton,1.311132619
Zip,1028,MA,Hampden County,East Longmeadow,1.197415963
Zip,1030,MA,Hampden County,Agawam,2.07823564
Zip,1033,MA,Hampshire County,Granby,1.584880197
Zip,1034,MA,Hampden County,Tolland,-0.170563699
Zip,1035,MA,Hampshire County,Hadley,-0.353255194
Zip,1036,MA,Hampden County,Hampden,1.090888105
Zip,1038,MA,Hampshire County,Hatfield,0.641175044
Zip,1040,MA,Hampden County,Holyoke,2.416096749
Zip,1050,MA,Hampshire County,Huntington,0.338824178
Zip,1053,MA,Hampshire County,Northampton,0.493318719
Zip,1054,MA,Franklin County,Leverett,0.631454156
Zip,1056,MA,Hampden County,Ludlow,2.391158213
Zip,1060,MA,Hampshire County,Northampton,1.672319344
Zip,1062,MA,Hampshire County,Northampton,-1.155147551
Zip,1068,MA,Worcester County,Oakham,2.281159906
Zip,1071,MA,Hampden County,Russell,0.390972431
Zip,1072,MA,Franklin County,Shutesbury,1.862391168
Zip,1073,MA,Hampshire County,Southampton,1.276408533
Zip,1075,MA,Hampshire County,South Hadley,0.386718432
Zip,1077,MA,Hampden County,Southwick,0.303715678
Zip,1081,MA,Hampden County,Wales,1.578960243
Zip,1082,MA,Hampshire County,Ware,4.15479617
Zip,1083,MA,Worcester County,Warren,4.482464098
Zip,1085,MA,Hampden County,Westfield,2.503709871
Zip,1089,MA,Hampden County,West Springfield,1.454794854
Zip,1092,MA,Worcester County,Warren,4.988030573
Zip,1095,MA,Hampden County,Wilbraham,0.986342838
Zip,1096,MA,Hampshire County,Williamsburg,0.614521467
Zip,1098,MA,Hampshire County,Worthington,-1.485346189
Zip,1104,MA,Hampden County,Springfield,5.049016503
Zip,1106,MA,Hampden County,Longmeadow,1.762096299
Zip,1107,MA,Hampden County,Springfield,4.184427711
Zip,1108,MA,Hampden County,Springfield,3.173207663
Zip,1109,MA,Hampden County,Springfield,5.502593586
Zip,1118,MA,Hampden County,Springfield,2.406661418
Zip,1119,MA,Hampden County,Springfield,2.944539864
Zip,1128,MA,Hampden County,Springfield,1.4245451
Zip,1129,MA,Hampden County,Springfield,2.346473748
Zip,1151,MA,Hampden County,Springfield,5.274606828
Zip,1201,MA,Berkshire County,Pittsfield,4.60906318
Zip,1220,MA,Berkshire County,Adams,2.412000483
Zip,1226,MA,Berkshire County,Dalton,2.135611664
Zip,1235,MA,Berkshire County,Hinsdale,-1.421744849
Zip,1238,MA,Berkshire County,Lee,1.328340061
Zip,1240,MA,Berkshire County,Lenox,1.090328244
Zip,1247,MA,Berkshire County,North Adams,2.209337561
Zip,1254,MA,Berkshire County,Richmond,2.28113355
Zip,1257,MA,Berkshire County,Sheffield,-0.560785889
Zip,1262,MA,Berkshire County,Stockbridge,3.467378385
Zip,1266,MA,Berkshire County,West Stockbridge,2.678850557
Zip,1267,MA,Berkshire County,Williamstown,-0.935383218
Zip,1301,MA,Franklin County,Greenfield,1.342009857
Zip,1330,MA,Franklin County,Ashfield,-0.666760547
Zip,1331,MA,Worcester County,Athol,3.807380928
Zip,1337,MA,Franklin County,Bernardston,2.086674928
Zip,1338,MA,Franklin County,Buckland,1.215963461
Zip,1339,MA,Franklin County,Charlemont,0.708884525
Zip,1340,MA,Franklin County,Colrain,2.960830189
Zip,1341,MA,Franklin County,Conway,-0.27688366
Zip,1344,MA,Franklin County,Erving,1.184837265
Zip,1351,MA,Franklin County,Montague,1.139654675
Zip,1354,MA,Franklin County,Gill,0.782611809
Zip,1360,MA,Franklin County,Northfield,1.301607377
Zip,1364,MA,Franklin County,Orange,1.501602578
Zip,1366,MA,Worcester County,Petersham,2.805507107
Zip,1368,MA,Worcester County,Royalston,2.020767434
Zip,1370,MA,Franklin County,Shelburne,1.279837548
Zip,1373,MA,Franklin County,South Deerfield,0.992724309
Zip,1375,MA,Franklin County,Sunderland,1.922642007
Zip,1376,MA,Franklin County,Turners Falls,1.713569858
Zip,1420,MA,Worcester County,Fitchburg,5.943959336
Zip,1430,MA,Worcester County,Ashburnham,1.038791536
Zip,1431,MA,Middlesex County,Ashby,-0.128975016
Zip,1432,MA,Middlesex County,Ayer,1.24264603
Zip,1440,MA,Worcester County,Gardner,0.459502113
Zip,1450,MA,Middlesex County,Groton,1.973598033
Zip,1452,MA,Worcester County,Hubbardston,1.970148359
Zip,1453,MA,Worcester County,Leominster,3.244643061
Zip,1460,MA,Middlesex County,Littleton,-0.014812141
Zip,1462,MA,Worcester County,Lunenburg,2.48671119
Zip,1463,MA,Middlesex County,Pepperell,1.24770848
Zip,1464,MA,Middlesex County,Shirley,1.214930639
Zip,1468,MA,Worcester County,Templeton,3.896958208
Zip,1469,MA,Middlesex County,Townsend,1.872624768
Zip,1473,MA,Worcester County,Westminster,3.391384044
Zip,1474,MA,Middlesex County,Townsend,3.391949767
Zip,1475,MA,Worcester County,Winchendon,3.61620121
Zip,1501,MA,Worcester County,Auburn,1.835918361
Zip,1503,MA,Worcester County,Berlin,1.358817486
Zip,1504,MA,Worcester County,Blackstone,1.417868663
Zip,1505,MA,Worcester County,Boylston,1.950434899
Zip,1506,MA,Worcester County,Brookfield,1.289763871
Zip,1507,MA,Worcester County,Charlton,0.654994403
Zip,1510,MA,Worcester County,Clinton,1.82459338
Zip,1515,MA,Worcester County,East Brookfield,0.629231475
Zip,1516,MA,Worcester County,Douglas,-0.145861084
Zip,1518,MA,Worcester County,Fiskdale,2.809723753
Zip,1519,MA,Worcester County,Grafton,1.334215423
Zip,1520,MA,Worcester County,Holden,2.607337592
Zip,1521,MA,Hampden County,Holland,6.217014321
Zip,1522,MA,Worcester County,Holden,2.277807553
Zip,1523,MA,Worcester County,Lancaster,3.360110988
Zip,1524,MA,Worcester County,Leicester,3.479056059
Zip,1527,MA,Worcester County,Millbury,3.037987508
Zip,1529,MA,Worcester County,Millville,-1.867826916
Zip,1532,MA,Worcester County,Northborough,1.811375477
Zip,1534,MA,Worcester County,Northbridge,2.03380439
Zip,1535,MA,Worcester County,North Brookfield,1.706585496
Zip,1536,MA,Worcester County,Grafton,0.639522625
Zip,1537,MA,Worcester County,Oxford,2.01519993
Zip,1540,MA,Worcester County,Oxford,1.480444722
Zip,1541,MA,Worcester County,Princeton,2.760483462
Zip,1542,MA,Worcester County,Leicester,3.952868211
Zip,1545,MA,Worcester County,Shrewsbury,3.243045151
Zip,1550,MA,Worcester County,Southbridge,1.644311956
Zip,1560,MA,Worcester County,Grafton,1.162712242
Zip,1562,MA,Worcester County,Spencer,2.215653962
Zip,1564,MA,Worcester County,Sterling,2.960915454
Zip,1566,MA,Worcester County,Sturbridge,2.643807973
Zip,1568,MA,Worcester County,Upton,0.99083602
Zip,1569,MA,Worcester County,Uxbridge,1.05461299
Zip,1571,MA,Worcester County,Dudley,1.164616607
Zip,1581,MA,Worcester County,Westborough,4.18356556
Zip,1583,MA,Worcester County,West Boylston,2.476978094
Zip,1585,MA,Worcester County,West Brookfield,2.284841927
Zip,1588,MA,Worcester County,Northbridge,-0.09960108
Zip,1590,MA,Worcester County,Sutton,3.650345625
Zip,1602,MA,Worcester County,Worcester,1.871623863
Zip,1603,MA,Worcester County,Worcester,1.622844909
Zip,1604,MA,Worcester County,Worcester,4.00515421
Zip,1605,MA,Worcester County,Worcester,2.028100585
Zip,1606,MA,Worcester County,Worcester,1.593278302
Zip,1607,MA,Worcester County,Worcester,4.621420067
Zip,1609,MA,Worcester County,Worcester,2.784355877
Zip,1610,MA,Worcester County,Worcester,4.011899794
Zip,1611,MA,Worcester County,Leicester,3.383508603
Zip,1612,MA,Worcester County,Paxton,3.987643239
Zip,1701,MA,Middlesex County,Framingham,0.814435219
Zip,1720,MA,Middlesex County,Acton,0.049454215
Zip,1730,MA,Middlesex County,Bedford,1.543373804
Zip,1740,MA,Worcester County,Bolton,0.59621536
Zip,1741,MA,Middlesex County,Carlisle,1.424562828
Zip,1742,MA,Middlesex County,Concord,-2.296770282
Zip,1746,MA,Middlesex County,Holliston,-1.032612405
Zip,1747,MA,Worcester County,Hopedale,2.451764256
Zip,1748,MA,Middlesex County,Hopkinton,1.303861501
Zip,1749,MA,Middlesex County,Hudson,0.59586294
Zip,1752,MA,Middlesex County,Marlborough,1.499005663
Zip,1754,MA,Middlesex County,Maynard,0.697150341
Zip,1756,MA,Worcester County,Mendon,1.446178852
Zip,1757,MA,Worcester County,Milford,3.026634366
Zip,1760,MA,Middlesex County,Natick,-0.352736354
Zip,1770,MA,Middlesex County,Sherborn,1.282173205
Zip,1772,MA,Worcester County,Southborough,0.665846333
Zip,1773,MA,Middlesex County,Lincoln,0.228869495
Zip,1775,MA,Middlesex County,Stow,1.279229713
Zip,1776,MA,Middlesex County,Sudbury,1.17898774
Zip,1778,MA,Middlesex County,Wayland,-0.004606421
Zip,1801,MA,Middlesex County,Woburn,0.373706598
Zip,1803,MA,Middlesex County,Burlington,0.012566023
Zip,1810,MA,Essex County,Andover,0.773228388
Zip,1821,MA,Middlesex County,Billerica,0.586516994
Zip,1824,MA,Middlesex County,Chelmsford,0.843756182
Zip,1826,MA,Middlesex County,Dracut,1.205861074
Zip,1827,MA,Middlesex County,Dunstable,0.305958712
Zip,1830,MA,Essex County,Haverhill,1.88314377
Zip,1832,MA,Essex County,Haverhill,2.542208963
Zip,1833,MA,Essex County,Georgetown,-0.155632663
Zip,1835,MA,Essex County,Haverhill,1.74254407
Zip,1841,MA,Essex County,Lawrence,3.002035504
Zip,1843,MA,Essex County,Lawrence,4.096640237
Zip,1844,MA,Essex County,Methuen,1.167562848
Zip,1845,MA,Essex County,North Andover,2.413419946
Zip,1850,MA,Middlesex County,Lowell,2.82083181
Zip,1851,MA,Middlesex County,Lowell,3.391965548
Zip,1852,MA,Middlesex County,Lowell,1.622075464
Zip,1854,MA,Middlesex County,Lowell,3.137714242
Zip,1860,MA,Essex County,Merrimac,0.827678733
Zip,1862,MA,Middlesex County,Billerica,1.588704355
Zip,1863,MA,Middlesex County,Chelmsford,3.294051513
Zip,1864,MA,Middlesex County,North Reading,0.650558718
Zip,1867,MA,Middlesex County,Reading,1.757047
Zip,1876,MA,Middlesex County,Tewksbury,1.380901644
Zip,1879,MA,Middlesex County,Tyngsboro,1.213437616
Zip,1880,MA,Middlesex County,Wakefield,0.238221374
Zip,1886,MA,Middlesex County,Westford,0.679324298
Zip,1887,MA,Middlesex County,Wilmington,1.568337422
Zip,1890,MA,Middlesex County,Winchester,0.431855937
Zip,1902,MA,Essex County,Lynn,3.940411517
Zip,1904,MA,Essex County,Lynn,2.344479567
Zip,1905,MA,Essex County,Lynn,3.21613472
Zip,1906,MA,Essex County,Saugus,1.413475539
Zip,1907,MA,Essex County,Swampscott,2.643157617
Zip,1908,MA,Essex County,Nahant,-1.137444917
Zip,1913,MA,Essex County,Amesbury,-0.6081752
Zip,1915,MA,Essex County,Beverly,1.139412168
Zip,1921,MA,Essex County,Boxford,0.475955494
Zip,1922,MA,Essex County,Newbury,1.9837188
Zip,1923,MA,Essex County,Danvers,3.167310034
Zip,1930,MA,Essex County,Gloucester,0.329748866
Zip,1938,MA,Essex County,Ipswich,1.633307181
Zip,1940,MA,Essex County,Lynnfield,0.595309121
Zip,1944,MA,Essex County,Manchester,-1.189055405
Zip,1945,MA,Essex County,Marblehead,1.6307898
Zip,1949,MA,Essex County,Middleton,1.344505206
Zip,1950,MA,Essex County,Newburyport,3.199501675
Zip,1951,MA,Essex County,Newbury,-0.02235029
Zip,1952,MA,Essex County,Salisbury,0.301119286
Zip,1960,MA,Essex County,Peabody,1.725707034
Zip,1966,MA,Essex County,Rockport,0.440675084
Zip,1969,MA,Essex County,Rowley,1.733297525
Zip,1970,MA,Essex County,Salem,2.254749368
Zip,1982,MA,Essex County,Hamilton,3.03404646
Zip,1983,MA,Essex County,Topsfield,1.796478777
Zip,1984,MA,Essex County,Wenham,2.196893261
Zip,1985,MA,Essex County,West Newbury,1.292949924
Zip,2019,MA,Norfolk County,Bellingham,1.873917802
Zip,2021,MA,Norfolk County,Canton,1.200595429
Zip,2025,MA,Norfolk County,Cohasset,0.27777366
Zip,2026,MA,Norfolk County,Dedham,2.121305489
Zip,2030,MA,Norfolk County,Dover,4.27052058
Zip,2032,MA,Norfolk County,Walpole,-0.458785633
Zip,2035,MA,Norfolk County,Foxborough,2.122250352
Zip,2038,MA,Norfolk County,Franklin,1.239380017
Zip,2043,MA,Plymouth County,Hingham,1.620194126
Zip,2045,MA,Plymouth County,Hull,1.354540311
Zip,2048,MA,Bristol County,Mansfield,0.619939913
Zip,2050,MA,Plymouth County,Marshfield,1.223257507
Zip,2052,MA,Norfolk County,Medfield,2.159014579
Zip,2053,MA,Norfolk County,Medway,0.894011058
Zip,2054,MA,Norfolk County,Millis,1.995405585
Zip,2056,MA,Norfolk County,Norfolk,0.182666725
Zip,2061,MA,Plymouth County,Norwell,0.896805803
Zip,2062,MA,Norfolk County,Norwood,0.840814766
Zip,2066,MA,Plymouth County,Scituate,1.181431112
Zip,2067,MA,Norfolk County,Sharon,1.172653459
Zip,2072,MA,Norfolk County,Stoughton,1.326921784
Zip,2081,MA,Norfolk County,Walpole,0.595999527
Zip,2090,MA,Norfolk County,Westwood,0.983336925
Zip,2093,MA,Norfolk County,Wrentham,2.170970577
Zip,2108,MA,Suffolk County,Boston,3.154690975
Zip,2109,MA,Suffolk County,Boston,2.357821708
Zip,2111,MA,Suffolk County,Boston,0.708611253
Zip,2113,MA,Suffolk County,Boston,0.967081064
Zip,2115,MA,Suffolk County,Boston,1.487930176
Zip,2116,MA,Suffolk County,Boston,1.270345741
Zip,2118,MA,Suffolk County,Boston,1.468881404
Zip,2119,MA,Suffolk County,Boston,-5.337488726
Zip,2120,MA,Suffolk County,Boston,-0.430919729
Zip,2122,MA,Suffolk County,Boston,2.245531311
Zip,2124,MA,Suffolk County,Boston,3.27814566
Zip,2125,MA,Suffolk County,Boston,0.875041705
Zip,2126,MA,Suffolk County,Boston,-2.016086949
Zip,2127,MA,Suffolk County,Boston,0.979122066
Zip,2128,MA,Suffolk County,Boston,2.604366912
Zip,2129,MA,Suffolk County,Boston,1.688588774
Zip,2130,MA,Suffolk County,Boston,2.428988619
Zip,2131,MA,Suffolk County,Boston,3.223152372
Zip,2132,MA,Suffolk County,Boston,1.283842929
Zip,2134,MA,Suffolk County,Boston,1.695001509
Zip,2135,MA,Suffolk County,Boston,-2.211089288
Zip,2136,MA,Suffolk County,Boston,1.566764702
Zip,2138,MA,Middlesex County,Cambridge,1.736550567
Zip,2139,MA,Middlesex County,Cambridge,0.769308466
Zip,2140,MA,Middlesex County,Cambridge,2.031889192
Zip,2141,MA,Middlesex County,Cambridge,1.171272064
Zip,2142,MA,Middlesex County,Cambridge,2.263709194
Zip,2143,MA,Middlesex County,Somerville,0.133881704
Zip,2144,MA,Middlesex County,Somerville,2.516590691
Zip,2145,MA,Middlesex County,Somerville,-0.801616595
Zip,2148,MA,Middlesex County,Malden,0.667232577
Zip,2149,MA,Middlesex County,Everett,2.791544076
Zip,2150,MA,Suffolk County,Chelsea,-0.12395966
Zip,2151,MA,Suffolk County,Revere,2.313003179
Zip,2152,MA,Suffolk County,Winthrop,2.03674034
Zip,2155,MA,Middlesex County,Medford,-2.151760126
Zip,2169,MA,Norfolk County,Quincy,2.148788233
Zip,2170,MA,Norfolk County,Quincy,1.70179147
Zip,2171,MA,Norfolk County,Quincy,1.665424664
Zip,2176,MA,Middlesex County,Melrose,-0.240582351
Zip,2180,MA,Middlesex County,Stoneham,-0.023934817
Zip,2184,MA,Norfolk County,Braintree,2.365150938
Zip,2186,MA,Norfolk County,Milton,3.555975402
Zip,2188,MA,Norfolk County,Weymouth,1.677524317
Zip,2189,MA,Norfolk County,Weymouth,1.092124063
Zip,2190,MA,Norfolk County,Weymouth,1.308510627
Zip,2191,MA,Norfolk County,Weymouth,0.354009761
Zip,2210,MA,Suffolk County,Boston,2.171125936
Zip,2215,MA,Suffolk County,Boston,0.675421061
Zip,2301,MA,Plymouth County,Brockton,3.992707108
Zip,2302,MA,Plymouth County,Brockton,3.675579157
Zip,2322,MA,Norfolk County,Avon,0.349585005
Zip,2324,MA,Plymouth County,Bridgewater,1.189850964
Zip,2332,MA,Plymouth County,Duxbury,2.133442042
Zip,2338,MA,Plymouth County,Halifax,0.564763638
Zip,2339,MA,Plymouth County,Hanover,0.280194654
Zip,2343,MA,Norfolk County,Holbrook,1.451384363
Zip,2346,MA,Plymouth County,Middleborough,3.196508483
Zip,2347,MA,Plymouth County,Lakeville,1.193735281
Zip,2351,MA,Plymouth County,Abington,1.571451358
Zip,2356,MA,Bristol County,Easton,0.857171992
Zip,2359,MA,Plymouth County,Pembroke,3.370609728
Zip,2360,MA,Plymouth County,Plymouth,1.390994903
Zip,2364,MA,Plymouth County,Kingston,-0.29714591
Zip,2367,MA,Plymouth County,Plympton,0.660836929
Zip,2368,MA,Norfolk County,Randolph,1.355876179
Zip,2370,MA,Plymouth County,Rockland,1.258340744
Zip,2375,MA,Bristol County,Easton,1.675948947
Zip,2379,MA,Plymouth County,West Bridgewater,2.717924362
Zip,2382,MA,Plymouth County,Whitman,3.598544655
Zip,2420,MA,Middlesex County,Lexington,1.9201345
Zip,2421,MA,Middlesex County,Lexington,3.031254551
Zip,2445,MA,Norfolk County,Brookline,1.577913152
Zip,2446,MA,Norfolk County,Brookline,1.527724812
Zip,2451,MA,Middlesex County,Waltham,1.205117273
Zip,2452,MA,Middlesex County,Waltham,0.438662087
Zip,2453,MA,Middlesex County,Waltham,-1.6172566
Zip,2458,MA,Middlesex County,Newton,1.809971586
Zip,2459,MA,Middlesex County,Newton,-1.934695438
Zip,2460,MA,Middlesex County,Newton,-0.024032362
Zip,2461,MA,Middlesex County,Newton,0.512091118
Zip,2464,MA,Middlesex County,Newton,1.986181748
Zip,2465,MA,Middlesex County,Newton,-1.430630842
Zip,2466,MA,Middlesex County,Newton,-1.747014694
Zip,2467,MA,Norfolk County,Brookline,2.796781536
Zip,2468,MA,Middlesex County,Newton,0.783958762
Zip,2472,MA,Middlesex County,Watertown,2.036247739
Zip,2474,MA,Middlesex County,Arlington,1.357698929
Zip,2476,MA,Middlesex County,Arlington,-0.164120401
Zip,2478,MA,Middlesex County,Belmont,2.075456916
Zip,2481,MA,Norfolk County,Wellesley,1.98906658
Zip,2482,MA,Norfolk County,Wellesley,3.79603458
Zip,2492,MA,Norfolk County,Needham,1.690367712
Zip,2493,MA,Middlesex County,Weston,-1.328355548
Zip,2494,MA,Norfolk County,Needham,-0.004202644
Zip,2532,MA,Barnstable County,Bourne,3.579385507
Zip,2535,MA,Dukes County,Chilmark,-0.097315293
Zip,2536,MA,Barnstable County,East Falmouth,1.850147184
Zip,2537,MA,Barnstable County,East Sandwich,1.44047917
Zip,2538,MA,Plymouth County,White Island Shores,1.798281362
Zip,2540,MA,Barnstable County,Falmouth,0.923863395
Zip,2556,MA,Barnstable County,North Falmouth,-1.566366052
Zip,2557,MA,Dukes County,Vineyard Haven,1.448006524
Zip,2563,MA,Barnstable County,Sandwich,1.935794062
Zip,2568,MA,Dukes County,Vineyard Haven,2.133515733
Zip,2571,MA,Plymouth County,Wareham,3.172409371
Zip,2575,MA,Dukes County,Vineyard Haven,-0.292178695
Zip,2576,MA,Plymouth County,Wareham,2.725506048
Zip,2601,MA,Barnstable County,Barnstable,1.904068507
Zip,2630,MA,Barnstable County,Barnstable,0.119980829
Zip,2631,MA,Barnstable County,Brewster,2.250209806
Zip,2632,MA,Barnstable County,Barnstable,2.354469431
Zip,2633,MA,Barnstable County,Chatham,2.074435324
Zip,2635,MA,Barnstable County,Barnstable,1.8302074
Zip,2638,MA,Barnstable County,Dennis,3.640898169
Zip,2639,MA,Barnstable County,Dennis,4.707876532
Zip,2642,MA,Barnstable County,Eastham,1.606505735
Zip,2644,MA,Barnstable County,Forestdale,2.69395833
Zip,2645,MA,Barnstable County,Harwich,2.187842882
Zip,2648,MA,Barnstable County,Barnstable,3.154922531
Zip,2649,MA,Barnstable County,Mashpee,1.290485223
Zip,2653,MA,Barnstable County,Orleans,1.303882378
Zip,2655,MA,Barnstable County,Barnstable,1.201272988
Zip,2657,MA,Barnstable County,Provincetown,2.418786101
Zip,2659,MA,Barnstable County,Chatham,4.414865558
Zip,2660,MA,Barnstable County,Dennis,1.939983697
Zip,2664,MA,Barnstable County,Yarmouth,1.635192812
Zip,2666,MA,Barnstable County,Truro,2.269996608
Zip,2667,MA,Barnstable County,Wellfleet,1.340916219
Zip,2668,MA,Barnstable County,Barnstable,0.758923232
Zip,2670,MA,Barnstable County,Dennis,2.144114286
Zip,2673,MA,Barnstable County,Yarmouth,2.175086586
Zip,2675,MA,Barnstable County,Yarmouth,1.215755414
Zip,2703,MA,Bristol County,Attleboro,3.818805627
Zip,2715,MA,Bristol County,Dighton,3.501992527
Zip,2718,MA,Bristol County,Taunton,2.197939092
Zip,2719,MA,Bristol County,Fairhaven,1.318496264
Zip,2720,MA,Bristol County,Fall River,1.906651255
Zip,2721,MA,Bristol County,Fall River,1.824975935
Zip,2723,MA,Bristol County,Fall River,1.121904267
Zip,2724,MA,Bristol County,Fall River,2.432355114
Zip,2725,MA,Bristol County,Somerset,2.47364075
Zip,2726,MA,Bristol County,Somerset,1.791090065
Zip,2738,MA,Plymouth County,Marion,1.07245254
Zip,2739,MA,Plymouth County,Mattapoisett,-0.488456006
Zip,2740,MA,Bristol County,New Bedford,3.984046094
Zip,2743,MA,Bristol County,Acushnet,3.301876964
Zip,2744,MA,Bristol County,New Bedford,3.536260681
Zip,2745,MA,Bristol County,New Bedford,2.32822377
Zip,2746,MA,Bristol County,New Bedford,2.677260395
Zip,2747,MA,Bristol County,Dartmouth,1.787436225
Zip,2748,MA,Bristol County,Dartmouth,1.124602463
Zip,2760,MA,Bristol County,North Attleboro,1.823842052
Zip,2762,MA,Norfolk County,Plainville,1.938985334
Zip,2763,MA,Bristol County,North Attleboro,3.064769795
Zip,2764,MA,Bristol County,Dighton,4.870345332
Zip,2769,MA,Bristol County,Rehoboth,0.9789198
Zip,2770,MA,Plymouth County,Rochester,2.463323723
Zip,2771,MA,Bristol County,Seekonk,2.448265652
Zip,2777,MA,Bristol County,Swansea,2.508199676
Zip,2779,MA,Bristol County,Berkley,2.745157688
Zip,2780,MA,Bristol County,Taunton,2.750508918
Zip,2790,MA,Bristol County,Westport,0.413716498
Zip,2804,RI,Washington County,Hopkinton,-1.773940765
Zip,2806,RI,Bristol County,Barrington,2.879304002
Zip,2807,RI,Washington County,New Shoreham,-2.265218703
Zip,2808,RI,Washington County,Bradford,1.122137376
Zip,2809,RI,Bristol County,Bristol,3.037994588
Zip,2812,RI,Washington County,Richmond,1.774616502
Zip,2813,RI,Washington County,Charlestown,1.11057657
Zip,2814,RI,Providence County,Glocester,0.466379607
Zip,2816,RI,Kent County,Coventry,1.791229427
Zip,2817,RI,Kent County,West Greenwich,2.893447544
Zip,2818,RI,Kent County,East Greenwich,2.037323233
Zip,2822,RI,Washington County,Exeter,1.001249842
Zip,2825,RI,Providence County,Foster,2.493476678
Zip,2827,RI,Kent County,Coventry,4.592545187
Zip,2828,RI,Providence County,Greenville,2.616280924
Zip,2830,RI,Providence County,Burrillville,2.164220434
Zip,2831,RI,Providence County,Scituate,0.895171222
Zip,2832,RI,Washington County,Hopkinton,2.96724125
Zip,2835,RI,Newport County,Jamestown,0.219748244
Zip,2838,RI,Providence County,Manville,1.864946052
Zip,2840,RI,Newport County,Newport,2.038125313
Zip,2842,RI,Newport County,Middletown,2.219042417
Zip,2852,RI,Washington County,North Kingstown,0.312735264
Zip,2857,RI,Providence County,Scituate,2.895123773
Zip,2859,RI,Providence County,Burrillville,1.382498916
Zip,2861,RI,Providence County,Pawtucket,3.442001654
Zip,2863,RI,Providence County,Central Falls,2.825307829
Zip,2864,RI,Providence County,Cumberland,3.44581053
Zip,2865,RI,Providence County,Lincoln,-0.164279008
Zip,2871,RI,Newport County,Portsmouth,-0.69518684
Zip,2874,RI,Washington County,North Kingstown,-1.22580004
Zip,2878,RI,Newport County,Tiverton,1.865661075
Zip,2879,RI,Washington County,South Kingstown,-0.411481157
Zip,2881,RI,Washington County,Kingston,-0.628886403
Zip,2882,RI,Washington County,Narragansett,1.316118922
Zip,2885,RI,Bristol County,Warren,1.645145548
Zip,2886,RI,Kent County,Warwick,1.752860468
Zip,2888,RI,Kent County,Warwick,1.869474135
Zip,2889,RI,Kent County,Warwick,1.65495157
Zip,2891,RI,Washington County,Westerly,1.707474387
Zip,2892,RI,Washington County,Richmond,0.375231036
Zip,2893,RI,Kent County,West Warwick,-0.6748403
Zip,2895,RI,Providence County,Woonsocket,4.536415085
Zip,2896,RI,Providence County,North Smithfield,1.294009614
Zip,2898,RI,Washington County,Richmond,1.479872582
Zip,2903,RI,Providence County,Providence,1.622833666
Zip,2904,RI,Providence County,North Providence,2.020800334
Zip,2905,RI,Providence County,Providence,4.131735821
Zip,2906,RI,Providence County,Providence,1.510540203
Zip,2907,RI,Providence County,Providence,2.814934875
Zip,2908,RI,Providence County,Providence,4.358473279
Zip,2909,RI,Providence County,Providence,4.341927063
Zip,2910,RI,Providence County,Cranston,2.509345801
Zip,2911,RI,Providence County,North Providence,2.867091862
Zip,2914,RI,Providence County,East Providence,2.388089678
Zip,2915,RI,Providence County,East Providence,2.4542426
Zip,2916,RI,Providence County,East Providence,0.240210138
Zip,2917,RI,Providence County,Smithfield,1.85142468
Zip,2919,RI,Providence County,Johnston,0.875154407
Zip,2920,RI,Providence County,Cranston,1.944344007
Zip,2921,RI,Providence County,Cranston,2.474131041
Zip,3031,NH,Hillsborough County,Amherst,2.0736488
Zip,3032,NH,Rockingham County,Auburn,5.505484855
Zip,3033,NH,Hillsborough County,Brookline,3.197225509
Zip,3034,NH,Rockingham County,Candia,2.694454767
Zip,3036,NH,Rockingham County,Chester,2.866404128
Zip,3037,NH,Rockingham County,Deerfield,3.780032192
Zip,3038,NH,Rockingham County,Derry,1.614931182
Zip,3042,NH,Rockingham County,Epping,2.460955305
Zip,3043,NH,Hillsborough County,Francestown,4.645511546
Zip,3044,NH,Rockingham County,Fremont,1.672719409
Zip,3045,NH,Hillsborough County,Goffstown,5.259460309
Zip,3046,NH,Merrimack County,Dunbarton,1.712942049
Zip,3047,NH,Hillsborough County,Greenfield,3.974879251
Zip,3048,NH,Hillsborough County,Greenville,0.90549379
Zip,3049,NH,Hillsborough County,Hollis,3.187881158
Zip,3051,NH,Hillsborough County,Hudson,2.298551976
Zip,3052,NH,Hillsborough County,Litchfield,3.516948678
Zip,3053,NH,Rockingham County,Londonderry,3.225954234
Zip,3054,NH,Hillsborough County,Merrimack,2.417034728
Zip,3055,NH,Hillsborough County,Milford,3.413273031
Zip,3057,NH,Hillsborough County,Mont Vernon,1.472013451
Zip,3060,NH,Hillsborough County,Nashua,3.115523778
Zip,3062,NH,Hillsborough County,Nashua,1.755151063
Zip,3063,NH,Hillsborough County,Nashua,4.326374716
Zip,3064,NH,Hillsborough County,Nashua,4.122677661
Zip,3070,NH,Hillsborough County,New Boston,0.808856095
